method,n_folds,collapsed_folds,mean_threshold,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,f1_mean,f1_std,f1_min,f1_max,balanced_acc_mean,balanced_acc_std,balanced_acc_min,balanced_acc_max,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,pr_auc_mean,pr_auc_std,pr_auc_min,pr_auc_max,kappa_mean,kappa_std,kappa_min,kappa_max,mcc_mean,mcc_std,mcc_min,mcc_max,ece_mean,ece_std,ece_min,ece_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max
fixed_0p50,37,6,0.5,0.7702912349971175,0.1635105165702402,0.4117647058823529,1.0,0.6622267502702286,0.29886034449006604,0.0,1.0,0.7357669357669357,0.17454514931883924,0.3,1.0,0.8870787344421798,0.14727195321335013,0.4,1.0,0.9036444509531728,0.164829639380059,0.25,1.0,0.4493272069324953,0.3362649732454899,-0.2857142857142856,1.0,0.49026715059374326,0.33699087022409224,-0.31622776601683794,1.0,0.4869166438816466,0.166050330275119,0.2396674764156342,0.8419231234739223,0.7165849839224453,0.35476112445104935,0.0,1.0,0.6875482625482625,0.3396098185808171,0.0,1.0
fold_val_threshold,37,11,0.3737837837837838,0.7644081541140364,0.18592516295518563,0.2857142857142857,1.0,0.6787309383960383,0.3097380476204076,0.0,1.0,0.7326240201240201,0.20281528366002294,0.2,1.0,0.8870787344421798,0.14727195321335013,0.4,1.0,0.9036444509531728,0.164829639380059,0.25,1.0,0.4373470486640927,0.3697189223487859,-0.33333333333333326,1.0,0.4609099396085802,0.38577372435019475,-0.4472135954999579,1.0,0.4869166438816466,0.166050330275119,0.2396674764156342,0.8419231234739223,0.6725830872889698,0.35449284197054454,0.0,1.0,0.7654761904761905,0.34411947035374685,0.0,1.0
fold_threshold_shrink,37,9,0.4116486486486486,0.7793645940704764,0.18656563672337123,0.2857142857142857,1.0,0.6901462498113498,0.31058383455977995,0.0,1.0,0.7491678366678366,0.2053015269140377,0.2,1.0,0.8870787344421798,0.14727195321335013,0.4,1.0,0.9036444509531728,0.164829639380059,0.25,1.0,0.47068724211943846,0.37512087665022253,-0.33333333333333326,1.0,0.49572918477755723,0.38640013956547825,-0.4472135954999579,1.0,0.4869166438816466,0.166050330275119,0.2396674764156342,0.8419231234739223,0.6999615646674471,0.35443466392316425,0.0,1.0,0.74993564993565,0.3421253978925289,0.0,1.0
fold_threshold_clipped,37,8,0.41054054054054046,0.7815970463029286,0.18420811146583405,0.2857142857142857,1.0,0.7066939663590662,0.2894615881233201,0.0,1.0,0.750642038142038,0.19829778999206335,0.2,1.0,0.8870787344421798,0.14727195321335013,0.4,1.0,0.9036444509531728,0.164829639380059,0.25,1.0,0.4792715437349626,0.3601397958434485,-0.33333333333333326,1.0,0.5059402117867076,0.37235393640769326,-0.4472135954999579,1.0,0.4869166438816466,0.166050330275119,0.2396674764156342,0.8419231234739223,0.7157273304332128,0.33741613929135306,0.0,1.0,0.7722329472329473,0.32020515433808083,0.0,1.0
subject_median_unsup,37,0,0.4406221637653338,0.7008058316881847,0.1453825640741458,0.3333333333333333,1.0,0.6710313841892789,0.20712262218554306,0.0,1.0,0.7554994356464944,0.15975744965898603,0.2,1.0,0.8870787344421798,0.14727195321335013,0.4,1.0,0.9036444509531728,0.164829639380059,0.25,1.0,0.4101986542617077,0.278037346909451,-0.33333333333333326,1.0,0.4561017455812338,0.2905839710771781,-0.4472135954999579,1.0,0.4869166438816466,0.166050330275119,0.2396674764156342,0.8419231234739223,0.6586872586872587,0.29183073142672405,0.0,1.0,0.7832259685200862,0.21883042104613837,0.0,1.0
subject_prior_quantile_unsup,37,0,0.4406221637653338,0.7008058316881847,0.1453825640741458,0.3333333333333333,1.0,0.6710313841892789,0.20712262218554306,0.0,1.0,0.7554994356464944,0.15975744965898603,0.2,1.0,0.8870787344421798,0.14727195321335013,0.4,1.0,0.9036444509531728,0.164829639380059,0.25,1.0,0.4101986542617077,0.278037346909451,-0.33333333333333326,1.0,0.4561017455812338,0.2905839710771781,-0.4472135954999579,1.0,0.4869166438816466,0.166050330275119,0.2396674764156342,0.8419231234739223,0.6586872586872587,0.29183073142672405,0.0,1.0,0.7832259685200862,0.21883042104613837,0.0,1.0
