balanced_acc,mcc,f1,accuracy,strategy,test_subject,n
1.0,1.0,1.0,1.0,online_median[k=5],S35,6
0.5,0.0,0.9230769230769231,0.8571428571428571,fixed_0.5,S36,7
0.5,0.0,0.9230769230769231,0.8571428571428571,val_subject,S36,7
0.8333333333333333,0.47140452079103173,0.8,0.7142857142857143,train_prior_quantile,S36,7
0.3333333333333333,-0.2581988897471611,0.7272727272727273,0.5714285714285714,online_quantile[k=2],S36,7
0.3333333333333333,-0.2581988897471611,0.7272727272727273,0.5714285714285714,online_median[k=2],S36,7
0.4166666666666667,-0.16666666666666666,0.8333333333333334,0.7142857142857143,online_quantile[k=3],S36,7
0.4166666666666667,-0.16666666666666666,0.8333333333333334,0.7142857142857143,online_median[k=3],S36,7
0.5,0.0,0.9230769230769231,0.8571428571428571,online_quantile[k=5],S36,7
0.5,0.0,0.9230769230769231,0.8571428571428571,online_median[k=5],S36,7
0.75,0.6546536707079772,0.6666666666666666,0.875,fixed_0.5,S37,8
0.75,0.6546536707079772,0.6666666666666666,0.875,val_subject,S37,8
0.8333333333333333,0.5773502691896258,0.6666666666666666,0.75,train_prior_quantile,S37,8
0.8333333333333333,0.5773502691896258,0.6666666666666666,0.75,online_quantile[k=2],S37,8
0.8333333333333333,0.5773502691896258,0.6666666666666666,0.75,online_median[k=2],S37,8
0.8333333333333333,0.5773502691896258,0.6666666666666666,0.75,online_quantile[k=3],S37,8
0.8333333333333333,0.5773502691896258,0.6666666666666666,0.75,online_median[k=3],S37,8
0.9166666666666667,0.7453559924999299,0.8,0.875,online_quantile[k=5],S37,8
0.9166666666666667,0.7453559924999299,0.8,0.875,online_median[k=5],S37,8
1.0,1.0,1.0,1.0,fixed_0.5,S38,10
1.0,1.0,1.0,1.0,val_subject,S38,10
1.0,1.0,1.0,1.0,train_prior_quantile,S38,10
0.8,0.6546536707079772,0.8333333333333334,0.8,online_quantile[k=2],S38,10
0.8,0.6546536707079772,0.8333333333333334,0.8,online_median[k=2],S38,10
0.8,0.6546536707079772,0.8333333333333334,0.8,online_quantile[k=3],S38,10
0.8,0.6546536707079772,0.8333333333333334,0.8,online_median[k=3],S38,10
0.9,0.816496580927726,0.9090909090909091,0.9,online_quantile[k=5],S38,10
0.9,0.816496580927726,0.9090909090909091,0.9,online_median[k=5],S38,10
0.875,0.82915619758885,0.9565217391304348,0.9333333333333333,fixed_0.5,S01,15
0.875,0.82915619758885,0.9565217391304348,0.9333333333333333,val_subject,S01,15
0.6931818181818181,0.3424747597107866,0.7368421052631579,0.6666666666666666,train_prior_quantile,S01,15
0.6477272727272727,0.2618924633082486,0.6666666666666666,0.6,online_quantile[k=2],S01,15
