tau,subject,density_mean,mean_degree,isolated_nodes_mean
0.5,S38,0.32538011695906427,5.856842105263158,3.81
0.5,S39,0.26766917293233083,4.818045112781955,6.271428571428571
0.5,S40,0.22740183792815372,4.093233082706767,7.7
0.5,S41,0.37089018843404814,6.6760233918128655,3.2888888888888888
0.5,S42,0.36775271512113616,6.619548872180451,3.442857142857143
0.5,S43,0.23684210526315788,4.2631578947368425,5.642857142857143
0.5,S44,0.3280701754385965,5.905263157894737,5.685714285714286
0.6,S01,0.21637426900584794,3.8947368421052633,7.74
0.6,S02,0.3336675020885547,6.006015037593985,6.742857142857143
0.6,S03,0.2796296296296295,5.033333333333333,8.25
0.6,S05,0.19532163742690056,3.5157894736842104,8.7375
0.6,S06,0.22046783625730995,3.968421052631579,9.575
0.6,S07,0.18905597326649956,3.4030075187969926,8.985714285714286
0.6,S08,0.2642909356725146,4.7572368421052635,7.7125
0.6,S09,0.21964912280701746,3.953684210526316,10.04
0.6,S10,0.36720272904483425,6.609649122807017,5.475
0.6,S12,0.25304928989139513,4.5548872180451125,8.742857142857142
0.6,S13,0.2025341130604289,3.645614035087719,11.183333333333334
0.6,S14,0.19437134502923978,3.498684210526316,9.775
0.6,S15,0.23450292397660819,4.221052631578948,8.683333333333334
0.6,S16,0.23355263157894735,4.203947368421052,7.125
0.6,S17,0.20041771094402666,3.607518796992481,7.785714285714286
0.6,S18,0.2648287385129491,4.7669172932330826,8.157142857142857
0.6,S19,0.1806329549363605,3.251393188854489,9.511764705882353
0.6,S20,0.19331662489557222,3.479699248120301,9.857142857142858
0.6,S21,0.1901559454191033,3.42280701754386,12.05
0.6,S22,0.15772765246449455,2.8390977443609025,11.75
0.6,S23,0.1371345029239766,2.468421052631579,11.875
0.6,S24,0.18205128205128204,3.276923076923077,9.592307692307692
0.6,S25,0.15401002506265662,2.7721804511278196,11.471428571428572
0.6,S26,0.2568086883876357,4.622556390977444,7.614285714285714
0.6,S27,0.1733500417710944,3.1203007518796992,10.528571428571428
0.6,S28,0.3600668337510443,6.481203007518797,5.985714285714286
0.6,S29,0.20230994152046783,3.641578947368421,9.02
0.6,S30,0.18457040035987404,3.3222672064777328,9.553846153846154
0.6,S31,0.162719298245614,2.9289473684210527,11.6875
0.6,S32,0.37410192147034244,6.733834586466165,4.885714285714286
0.6,S33,0.12923976608187132,2.3263157894736843,12.15
0.6,S34,0.5437761069340016,9.78796992481203,4.214285714285714
0.6,S35,0.27563352826510723,4.96140350877193,7.916666666666667
0.6,S36,0.31553884711779445,5.679699248120301,7.4
0.6,S37,0.2975877192982456,5.356578947368421,6.375
0.6,S38,0.21894736842105264,3.9410526315789474,7.7
0.6,S39,0.17385129490392648,3.129323308270677,9.6
0.6,S40,0.14101921470342524,2.5383458646616543,11.928571428571429
0.6,S41,0.26426250812215724,4.75672514619883,6.622222222222222
0.6,S42,0.2622389306599832,4.720300751879699,7.0
0.6,S43,0.1341687552213868,2.4150375939849624,12.057142857142857
0.6,S44,0.2300751879699248,4.141353383458647,9.514285714285714
0.7,S01,0.11801169590643273,2.1242105263157893,12.666666666666666
0.7,S02,0.23174603174603173,4.171428571428572,10.285714285714286
0.7,S03,0.2083820662768031,3.7508771929824563,12.0
0.7,S05,0.11228070175438595,2.0210526315789474,14.3125
0.7,S06,0.13991228070175438,2.518421052631579,13.2875
0.7,S07,0.10793650793650793,1.9428571428571428,13.3
0.7,S08,0.17543859649122806,3.1578947368421053,12.39375
0.7,S09,0.13730994152046783,2.471578947368421,14.26
0.7,S10,0.27076023391812865,4.873684210526315,9.183333333333334
0.7,S12,0.18554720133667502,3.3398496240601503,11.928571428571429
0.7,S13,0.13216374269005848,2.3789473684210525,14.283333333333333
0.7,S14,0.12083333333333332,2.175,13.7625
0.7,S15,0.15623781676413256,2.812280701754386,12.533333333333333
0.7,S16,0.13260233918128655,2.386842105263158,12.275
0.7,S17,0.10944026733500418,1.9699248120300752,12.814285714285715
0.7,S18,0.19081035923141185,3.4345864661654137,12.82857142857143
0.7,S19,0.0980048159614723,1.7640866873065015,14.194117647058823
0.7,S20,0.114703425229741,2.0646616541353384,14.728571428571428
0.7,S21,0.1236842105263158,2.2263157894736842,14.616666666666667
0.7,S22,0.09085213032581452,1.6353383458646618,15.021428571428572
0.7,S23,0.07144249512670564,1.2859649122807018,15.925
0.7,S24,0.09991003148897885,1.7983805668016195,14.5
0.7,S25,0.08308270676691729,1.4954887218045112,15.25
0.7,S26,0.16850459482038424,3.0330827067669173,11.742857142857142
0.7,S27,0.09624060150375938,1.7323308270676692,14.842857142857143
0.7,S28,0.27585630743525485,4.965413533834586,9.885714285714286
0.7,S29,0.11260233918128655,2.026842105263158,14.13
0.7,S30,0.10085470085470086,1.8153846153846154,14.26923076923077
0.7,S31,0.0976608187134503,1.7578947368421052,14.875
0.7,S32,0.27376775271512116,4.92781954887218,9.014285714285714
0.7,S33,0.0692982456140351,1.2473684210526317,16.116666666666667
0.7,S34,0.4565580618212198,8.218045112781954,6.942857142857143
0.7,S35,0.18567251461988302,3.3421052631578947,11.966666666666667
0.7,S36,0.22180451127819548,3.992481203007519,11.342857142857143
0.7,S37,0.20233918128654968,3.642105263157895,10.5625
