fold,test_subject,train_n,test_n,experiment,gpu_id,duration_s,peak_mem_gb,n_ensemble,opt_threshold,T_post,opt_threshold_cal,alpha_strategy,focal_gamma,lambda_dann,lambda_mmd,mmd_mode,norm_mode,y_true,y_prob,accuracy,precision,recall,f1,kappa,mcc,balanced_acc,roc_auc,pr_auc,ece,accuracy_cal,precision_cal,recall_cal,f1_cal,kappa_cal,mcc_cal,balanced_acc_cal,roc_auc_cal,pr_auc_cal,ece_cal
26,S28,744,7,abl_no_contrastive,4,1028.49,0.858,5,0.28,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[1, 0, 0, 0, 1, 1, 0]","[0.5045256018638611, 0.38835048079490664, 0.5033724844455719, 0.6246460318565369, 0.6465247869491577, 0.867457139492035, 0.7089531183242798]",0.42857142857142855,0.42857142857142855,1.0,0.6,0.0,0.0,0.5,0.75,0.7555555555555555,0.2474592004503522,0.5714285714285714,0.5,1.0,0.6666666666666666,0.2222222222222221,0.3535533905932738,0.625,0.6666666666666666,0.7222222222222222,0.44815800958504104
27,S29,718,20,abl_no_contrastive,4,1366.69,0.859,5,0.48,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0.5624317824840546, 0.5676298916339875, 0.5799136579036712, 0.5702725052833557, 0.5762227475643158, 0.5764824151992798, 0.5814438819885254, 0.5738319873809814, 0.5402368843555451, 0.5702073395252227, 0.5687694668769836, 0.5618189036846161, 0.5713226199150085, 0.5852371454238892, 0.579621571302414, 0.5689557731151581, 0.5680262446403503, 0.569095891714096, 0.5122261941432953, 0.5360328793525696]",0.85,0.85,1.0,0.918918918918919,0.0,0.0,0.5,0.9411764705882353,0.9903478419231471,0.28401101082563396,0.85,0.85,1.0,0.918918918918919,0.0,0.0,0.5,0.9411764705882353,0.9903478419231471,0.12974444376606806
28,S30,704,13,abl_no_contrastive,4,1729.25,0.86,5,0.36,0.2296,0.4463,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.2983093082904816, 0.6720471382141113, 0.2431425631046295, 0.1651535913348198, 0.11902530640363693, 0.1925205945968628, 0.6437067508697509, 0.08373357038944959, 0.19034834951162338, 0.1782550558447838, 0.13022582456469536, 0.8222633004188538, 0.503863662481308]",0.8461538461538461,0.5,1.0,0.6666666666666666,0.5806451612903225,0.6396021490668313,0.9090909090909092,1.0,1.0,0.645895391315795,0.8461538461538461,0.5,1.0,0.6666666666666666,0.5806451612903225,0.6396021490668313,0.9090909090909092,1.0,1.0,0.7593704596112366
30,S32,744,7,abl_no_contrastive,4,912.46,0.858,5,0.42,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 0, 0, 0, 0, 1]","[0.46656331419944763, 0.3419985562562943, 0.38560634255409243, 0.46203755140304564, 0.3930869847536087, 0.42175045013427737, 0.6672321915626526]",0.5714285714285714,0.25,1.0,0.4,0.2222222222222221,0.3535533905932738,0.75,1.0,1.0,0.5516749441623687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8417542538588281
32,S34,724,7,abl_no_contrastive,5,2297.43,0.859,5,0.66,0.8539,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 1, 0, 0, 0, 1]","[0.19377753287553787, 0.39749470353126526, 0.3824663519859314, 0.23087848126888275, 0.20099312216043472, 0.26625663340091704, 0.6599692046642304]",0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.8333333333333333,0.5240234243018287,0.8571428571428571,1.0,0.5,0.6666666666666666,0.588235294117647,0.6454972243679028,0.75,0.9,0.8333333333333333,0.5516632978879118
33,S35,738,6,abl_no_contrastive,5,944.6,0.858,5,0.46,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 0, 0, 0, 1]","[0.25698054432868955, 0.24811908602714539, 0.34865501523017883, 0.25578237771987916, 0.2533245235681534, 0.4891963005065918]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6877224589387576,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.8826247999003948
34,S36,738,7,abl_no_contrastive,5,1127.19,0.858,5,0.05,1.0,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 1, 1, 1, 1, 1, 1]","[0.5629352450370788, 0.5683221340179443, 0.5610419511795044, 0.5589478373527527, 0.5631698846817017, 0.5645920991897583, 0.565411365032196]",0.8571428571428571,0.8571428571428571,1.0,0.9230769230769231,0.0,0.0,0.5,0.6666666666666666,0.9484126984126984,0.2936542119298662,0.8571428571428571,0.8571428571428571,1.0,0.9230769230769231,0.0,0.0,0.5,0.6666666666666666,0.9484126984126984,0.2933784073517701
35,S37,722,8,abl_no_contrastive,5,2263.6,0.859,5,0.44,0.672,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 0, 0, 0, 0, 1, 1]","[0.2507559806108475, 0.15106501579284667, 0.20990926027297974, 0.22190786004066468, 0.26048835217952726, 0.20909428000450134, 0.4367242336273193, 0.7172150254249573]",0.875,1.0,0.5,0.6666666666666666,0.6,0.6546536707079772,0.75,1.0,1.0,0.6770360574126243,0.875,1.0,0.5,0.6666666666666666,0.6,0.6546536707079772,0.75,1.0,1.0,0.7288168693120785
36,S38,716,10,abl_no_contrastive,5,1059.28,0.859,5,0.45,0.2272,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0.5268071830272675, 0.15753297954797746, 0.20949964225292206, 0.26751271486282346, 0.5215265870094299, 0.3770804762840271, 0.7980781078338623, 0.5662550449371337, 0.6624582529067993, 0.6417542099952698]",0.9,0.8333333333333334,1.0,0.9090909090909091,0.8,0.816496580927726,0.9,0.9600000000000001,0.9666666666666666,0.42714948013424875,0.9,0.8333333333333334,1.0,0.9090909090909091,0.8,0.816496580927726,0.9,0.9600000000000001,0.9666666666666666,0.5269011261491787
7,S08,710,16,abl_no_contrastive,1,2174.3,0.86,5,0.49,0.1471,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","[0.43259413838386535, 0.6455097079277039, 0.5587588548660278, 0.7797967433929444, 0.4490938127040863, 0.8284224271774292, 0.3206431925296783, 0.7547061324119568, 0.293163126707077, 0.4851792335510254, 0.28415108621120455, 0.8649918913841248, 0.6240585446357727, 0.7677408456802368, 0.692642867565155, 0.7292205333709717]",0.625,0.5,0.8333333333333334,0.625,0.2941176470588235,0.3333333333333333,0.6666666666666667,0.7833333333333333,0.7611823361823362,0.34963720757514244,0.625,0.5,0.8333333333333334,0.625,0.2941176470588235,0.3333333333333333,0.6666666666666667,0.7833333333333333,0.7611823361823362,0.5661835577231955
8,S09,724,10,abl_no_contrastive,1,1003.5,0.859,5,0.51,0.05,0.5,effective_num,3.0,0.1,0.1,marginal,zscore,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0.3465981215238571, 0.39164148569107055, 0.6899776935577393, 0.3475449323654175, 0.5085312724113464, 0.38979762196540835, 0.58220933675766, 0.6128949999809266, 0.6590920805931091, 0.6227744102478028]",0.7,1.0,0.625,0.7692307692307693,0.4,0.5,0.8125,1.0,1.0,0.2848938044905663,0.8,1.0,0.75,0.8571428571428571,0.5454545454545454,0.6123724356957946,0.875,1.0,1.0,0.23363697128831934
