variant,full_mean,var_mean,delta,wilcoxon_p,n_paired
no_snn,0.7028635778635779,0.7287644787644788,0.025900900900900914,0.7666990581557919,37
no_graph,0.7028635778635779,0.6906516906516906,-0.012211887211887262,0.6720517686591893,37
no_neuro_symbolic,0.7028635778635779,0.7409266409266411,0.038063063063063174,0.4752458321391806,37
no_et,0.7028635778635779,0.7509311832841244,0.048067605420546555,0.20757844233562428,37
no_roi,0.7028635778635779,0.7346729846729846,0.03180940680940669,0.4746707816123812,37
no_fusion_transformer,0.7028635778635779,0.7191396706102589,0.01627609274668096,0.39802471950693785,37
no_contrastive,0.7028635778635779,0.6796653796653797,-0.02319819819819824,0.3580133237520271,37
no_mmd,0.7028635778635779,0.7123552123552124,0.009491634491634482,0.6778684441068372,37
