variant,full_mean,var_mean,delta,wilcoxon_p,n_paired
no_snn,0.7971886155709687,0.7814435961494786,-0.015745019421490092,0.3918845586275238,37
no_graph,0.7971886155709687,0.7350864358217299,-0.062102179749238706,0.005314024144208297,37
no_neuro_symbolic,0.7971886155709687,0.8064076358194006,0.009219020248431908,0.7082740530956856,37
no_et,0.7971886155709687,0.7614556217497395,-0.035732993821229186,0.04734649318140547,37
no_roi,0.7971886155709687,0.778862168568051,-0.018326447002917634,0.4066712520837249,37
no_fusion_transformer,0.7971886155709687,0.7898555472084883,-0.007333068362480377,0.9373767023732311,37
no_contrastive,0.7971886155709687,0.766011955717838,-0.031176659853130673,0.1496127803269696,37
no_mmd,0.7971886155709687,0.7691613963672788,-0.02802721920368989,0.10669039167866014,37
