variant,full_mean,var_mean,delta,wilcoxon_p,n_paired
no_snn,0.6739516292049644,0.7006186205778382,0.02666699137287376,0.8646775535945274,37
no_graph,0.6739516292049644,0.6229299692686421,-0.05102165993632235,0.018932860647924928,37
no_neuro_symbolic,0.6739516292049644,0.7263843797027303,0.052432750497765857,0.3979673969165095,37
no_et,0.6739516292049644,0.6711399723413454,-0.002811656863619061,0.7650991206849344,37
no_roi,0.6739516292049644,0.6953326772484166,0.0213810480434522,0.8959654725392853,37
no_fusion_transformer,0.6739516292049644,0.6906857325587975,0.016734103353833074,0.441767490718862,37
no_contrastive,0.6739516292049644,0.6641273737924738,-0.009824255412490657,0.5419135332035621,37
no_mmd,0.6739516292049644,0.660485815739151,-0.013465813465813437,0.4254061278053525,37
