variant,full_mean,var_mean,delta,wilcoxon_p,n_paired
no_snn,0.5086108980902494,0.5069368943663951,-0.0016740037238542893,0.8114757471921621,37
no_graph,0.5086108980902494,0.44738689467094883,-0.061224003419300566,0.005618049297481775,37
no_neuro_symbolic,0.5086108980902494,0.5309883617436175,0.022377463653368124,0.02640274581790436,37
no_et,0.5086108980902494,0.4709132260380459,-0.03769767205220348,0.0774078067188384,37
no_roi,0.5086108980902494,0.5115223742225414,0.0029114761322920346,0.6762321110873017,37
no_fusion_transformer,0.5086108980902494,0.5193728925399723,0.010761994449722923,0.1365538428653963,37
no_contrastive,0.5086108980902494,0.5219755422290528,0.01336464413880345,0.09736655373126268,37
no_mmd,0.5086108980902494,0.5074113735566278,-0.0011995245336215987,0.9881085285160225,37
