model,avg_rank,nemenyi_cd,n_folds
INS-HDGS-CMT (EEG-only),3.27027027027027,1.9750885029776752,37
ShallowConvNet,4.216216216216216,1.9750885029776752,37
EEGNet,4.513513513513513,1.9750885029776752,37
CNN-BiLSTM,4.878378378378378,1.9750885029776752,37
DeepConvNet,5.0,1.9750885029776752,37
TSception,5.351351351351352,1.9750885029776752,37
CNN-LSTM,5.391891891891892,1.9750885029776752,37
EEG Transformer,5.905405405405405,1.9750885029776752,37
GAT,6.472972972972973,1.9750885029776752,37
