model,n_folds,balanced_acc,f1,roc_auc,mcc,accuracy,ece,seconds
fusion_mlp,42,0.7376427843864819,0.6194014057606226,0.8194448107525838,0.3746690100117031,0.7500903566554827,0.1747,8012.6
