accuracy,precision,recall,f1,kappa,mcc,balanced_acc,roc_auc,pr_auc,ece,fold,test_subject,train_n,test_n,accuracy_cal,precision_cal,recall_cal,f1_cal,kappa_cal,mcc_cal,balanced_acc_cal,roc_auc_cal,pr_auc_cal,ece_cal,T_post,opt_threshold_cal,val_subject
0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.38636363636363635,0.6737081100717464,0.21261975641051928,1,S01,363,15,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.38636363636363635,0.6737081100717464,0.18111089269320169,1.2107,0.5,S28
0.7142857142857143,0.5,0.5,0.5,0.30000000000000004,0.3,0.65,0.5,0.41666666666666663,0.2852175533771515,2,S02,364,7,0.7142857142857143,0.5,0.5,0.5,0.30000000000000004,0.3,0.65,0.5,0.41666666666666663,0.22868095976965772,5.0,0.5,S18
0.6666666666666666,0.0,0.0,0.0,-0.19999999999999996,-0.2,0.4,0.6,0.3333333333333333,0.38238799075285596,3,S03,371,6,0.6666666666666666,0.0,0.0,0.0,-0.19999999999999996,-0.2,0.4,0.6,0.3333333333333333,0.38059810797373456,1.0383,0.5,S37
0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.9028571428571428,0.28837231919169426,4,S05,361,8,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.9028571428571428,0.10541486740112305,5.0,0.5,S08
0.5,0.5,0.25,0.3333333333333333,0.0,0.0,0.5,0.5625,0.5666666666666667,0.046868808567523956,5,S06,369,8,0.5,0.5,0.25,0.3333333333333333,0.0,0.0,0.5,0.5625,0.5666666666666667,0.015195198357105255,3.1022,0.5,S05
0.5714285714285714,0.5,1.0,0.6666666666666666,0.2222222222222221,0.3535533905932738,0.625,0.9166666666666666,0.9166666666666665,0.24361933980669292,6,S07,364,7,0.5714285714285714,0.5,1.0,0.6666666666666666,0.2222222222222221,0.3535533905932738,0.625,0.9166666666666666,0.9166666666666665,0.08384789739336285,5.0,0.5,S18
0.1875,0.1111111111111111,0.16666666666666666,0.13333333333333333,-0.5757575757575757,-0.6180700462007377,0.18333333333333335,0.11666666666666665,0.2735805860805861,0.3227452263236046,7,S08,360,16,0.1875,0.1111111111111111,0.16666666666666666,0.13333333333333333,-0.5757575757575757,-0.6180700462007377,0.18333333333333335,0.11666666666666665,0.2735805860805861,0.3227452263236046,1.0,0.5,S41
0.2,0.5,0.125,0.2,-0.17647058823529393,-0.375,0.3125,0.5625,0.8338789682539682,0.3324445068836212,8,S09,355,10,0.3,0.6666666666666666,0.25,0.36363636363636365,-0.12903225806451624,-0.2182178902359924,0.375,0.5625,0.8338789682539682,0.27330700159072874,1.7152,0.4965,S29
0.3333333333333333,0.0,0.0,0.0,-0.5,-0.5,0.25,0.0625,0.23722943722943718,0.2744480147957802,9,S10,366,12,0.3333333333333333,0.0,0.0,0.0,-0.5,-0.5,0.25,0.0625,0.23722943722943718,0.28660427033901215,0.6672,0.5,S02
0.42857142857142855,0.6,0.6,0.6,-0.3999999999999999,-0.4,0.3,0.4,0.7961904761904761,0.2125452160835266,10,S12,372,7,0.42857142857142855,0.6,0.6,0.6,-0.3999999999999999,-0.4,0.3,0.4,0.7961904761904761,0.20186601366315568,5.0,0.5,S21
0.5,0.3333333333333333,0.5,0.4,0.0,0.0,0.5,0.625,0.5,0.200727845231692,11,S13,359,6,0.5,0.3333333333333333,0.5,0.4,0.0,0.0,0.5,0.625,0.5,0.396074503660202,0.2716,0.5207,S29
0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.33333333333333326,-0.3333333333333333,0.3333333333333333,0.41666666666666663,0.7801587301587302,0.22766835615038872,12,S14,370,8,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.33333333333333326,-0.3333333333333333,0.3333333333333333,0.41666666666666663,0.7801587301587302,0.18906319327652454,0.6778,0.5,S34
0.6666666666666666,1.0,0.3333333333333333,0.5,0.33333333333333337,0.4472135954999579,0.6666666666666666,0.5555555555555556,0.7222222222222222,0.33379243810971576,13,S15,359,6,0.6666666666666666,1.0,0.3333333333333333,0.5,0.33333333333333337,0.4472135954999579,0.6666666666666666,0.5555555555555556,0.7222222222222222,0.3433044056097666,0.2687,0.5226,S29
0.625,0.0,0.0,0.0,0.0,0.0,0.625,0.5,0.0,0.5612947419285774,14,S16,364,8,0.625,0.0,0.0,0.0,0.0,0.0,0.625,0.5,0.0,0.5124823600053787,5.0,0.5,S24
0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.0,0.0,0.5,0.4,0.6861904761904761,0.32743334770202637,15,S17,365,7,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.0,0.0,0.5,0.4,0.6861904761904761,0.20179609741483417,5.0,0.5,S24
0.42857142857142855,0.4,0.2857142857142857,0.3333333333333333,-0.1428571428571428,-0.14907119849998599,0.42857142857142855,0.5102040816326531,0.5172129457843744,0.20965883987290518,16,S18,365,14,0.42857142857142855,0.4,0.2857142857142857,0.3333333333333333,-0.1428571428571428,-0.14907119849998599,0.42857142857142855,0.5102040816326531,0.5172129457843744,0.06196552940777371,2.9172,0.5,S13
0.5294117647058824,0.3333333333333333,0.14285714285714285,0.2,-0.0625,-0.07377111135633176,0.4714285714285714,0.2857142857142857,0.3591636654661865,0.2591537938398474,17,S19,361,17,0.5294117647058824,0.3333333333333333,0.14285714285714285,0.2,-0.0625,-0.07377111135633176,0.4714285714285714,0.2857142857142857,0.3591636654661865,0.11355108022689817,2.8622,0.5,S12
0.5714285714285714,0.3333333333333333,0.5,0.4,0.08695652173913038,0.09128709291752768,0.55,0.8,0.75,0.36399056230272564,18,S20,371,7,0.5714285714285714,0.3333333333333333,0.5,0.4,0.08695652173913038,0.09128709291752768,0.55,0.8,0.75,0.22349228177751812,5.0,0.5,S40
0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.5,1.0,1.0,0.49414614836374915,19,S21,369,6,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.5,1.0,1.0,0.43333858251571655,1.6657,0.5,S09
