model,n_folds,balanced_acc,f1,roc_auc,mcc,accuracy,ece,seconds
eeg_transformer,42,0.5526588665769339,0.4298227009693175,0.5948816196752871,0.0744875435617348,0.5468022465396414,0.4644,376.6
dual_transformer,42,0.79123490305213,0.7139803710355704,0.807272676386572,0.49758988031298,0.801634371697397,0.2258,632.7
tsception,42,0.5422768855016754,0.4836148381062899,0.5647042662663911,0.0617526637742189,0.5472825241207594,0.3959,444.3
gat,42,0.5063662333620317,0.4051335569192712,0.4935310043930992,-0.0281135386322302,0.5201083852344356,0.0784,154.4
