model,n_folds,balanced_acc,f1,roc_auc,mcc,accuracy,ece,balanced_acc_cal,f1_cal,roc_auc_cal,mcc_cal,accuracy_cal,ece_cal,seconds
eegnet,3,0.5409090909090909,0.4327485380116959,0.5969696969696969,0.0416747075765929,0.5507936507936507,0.2994,0.5409090909090909,0.4327485380116959,0.5969696969696969,0.0416747075765929,0.5507936507936507,0.1483,8.2
