model,n_folds,balanced_acc,f1,roc_auc,mcc,accuracy,ece,seconds
cnn_bilstm,42,0.5550931736330896,0.4210362170610618,0.579019842785599,0.0237726832996409,0.561733026543951,0.3741,6949.6
