model,n_folds,balanced_acc,f1,roc_auc,mcc,accuracy,ece,balanced_acc_cal,f1_cal,roc_auc_cal,mcc_cal,accuracy_cal,ece_cal,seconds
late_fusion,42,0.6645958888605947,0.5744174476317333,0.6682445636984953,0.2707221581647267,0.6771167013814073,0.2416,0.6586435079082138,0.5585444317587175,0.6667564684604,0.2588173962599648,0.6771167013814073,0.1,19220.7
dual_transformer,42,0.7415860283507343,0.6885533852030976,0.7653175205868783,0.4235580419397976,0.7534382983962816,0.2258,0.7415860283507343,0.6885533852030976,0.7630628308321886,0.4235580419397976,0.7534382983962816,0.1321,18834.8
