accuracy,precision,recall,f1,kappa,mcc,balanced_acc,roc_auc,pr_auc,ece,fold,test_subject,train_n,test_n,accuracy_cal,precision_cal,recall_cal,f1_cal,kappa_cal,mcc_cal,balanced_acc_cal,roc_auc_cal,pr_auc_cal,ece_cal,T_post,opt_threshold_cal,val_subject
0.7333333333333333,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.18918918918918926,0.2069593385961789,0.5795454545454546,0.7045454545454546,0.9006561620197984,0.32909730909547463,1,S01,363,15,0.7333333333333333,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.18918918918918926,0.2069593385961789,0.5795454545454546,0.7045454545454546,0.9006561620197984,0.18280612925688425,5.0,0.5,S28
0.5714285714285714,0.3333333333333333,0.5,0.4,0.08695652173913038,0.09128709291752768,0.55,0.7,0.7,0.5190459713339806,2,S02,364,7,0.5714285714285714,0.3333333333333333,0.5,0.4,0.08695652173913038,0.09128709291752768,0.55,0.7,0.7,0.38748594692775173,5.0,0.5,S18
0.6666666666666666,0.0,0.0,0.0,-0.19999999999999996,-0.2,0.4,0.8,0.5,0.8206161675431455,3,S03,371,6,0.6666666666666666,0.0,0.0,0.0,-0.19999999999999996,-0.2,0.4,0.8,0.5,0.8172489833086728,1.7238,0.5,S37
0.25,0.4,0.4,0.4,-0.6000000000000001,-0.6,0.2,0.2,0.5392857142857144,0.35948485136032104,4,S05,361,8,0.25,0.4,0.4,0.4,-0.6000000000000001,-0.6,0.2,0.2,0.5392857142857144,0.35966870561242104,5.0,0.5,S08
0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.1875,0.4125,0.3764689117670059,5,S06,369,8,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.1875,0.4125,0.27057249285280704,5.0,0.5,S05
0.8571428571428571,1.0,0.6666666666666666,0.8,0.6956521739130435,0.7302967433402214,0.8333333333333333,0.6666666666666666,0.8095238095238095,0.4746597704610654,6,S07,364,7,0.8571428571428571,1.0,0.6666666666666666,0.8,0.6956521739130435,0.7302967433402214,0.8333333333333333,0.6666666666666666,0.8095238095238095,0.4115235762936728,5.0,0.5,S18
0.625,0.5,0.5,0.5,0.19999999999999996,0.2,0.6,0.6833333333333333,0.6711640211640211,0.5304152355529368,7,S08,360,16,0.625,0.5,0.5,0.5,0.19999999999999996,0.2,0.6,0.6833333333333333,0.6711640211640211,0.5304152355529368,1.0,0.5,S41
0.4,1.0,0.25,0.4,0.11764705882352955,0.25,0.625,0.875,0.9704861111111112,0.18634999394416812,8,S09,355,10,0.4,1.0,0.25,0.4,0.11764705882352955,0.25,0.625,0.875,0.9704861111111112,0.28778830021619795,5.0,0.5322,S29
0.6666666666666666,0.5,0.25,0.3333333333333333,0.1428571428571429,0.15811388300841897,0.5625,0.78125,0.6845238095238095,0.6568205338747553,9,S10,366,12,0.6666666666666666,0.5,0.25,0.3333333333333333,0.1428571428571429,0.15811388300841897,0.5625,0.78125,0.6845238095238095,0.4040259594718615,5.0,0.5,S02
0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.0,0.0,0.5,0.2,0.6295238095238095,0.39621633291244507,10,S12,372,7,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.0,0.0,0.5,0.2,0.6295238095238095,0.47327309846878046,5.0,0.5,S21
0.6666666666666666,0.5,1.0,0.6666666666666666,0.3999999999999999,0.5,0.75,1.0,1.0,0.5427275678763787,11,S13,359,6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5251240680615107,5.0,0.7,S29
