accuracy,precision,recall,f1,kappa,mcc,balanced_acc,roc_auc,pr_auc,ece,fold,test_subject,train_n,test_n,accuracy_cal,precision_cal,recall_cal,f1_cal,kappa_cal,mcc_cal,balanced_acc_cal,roc_auc_cal,pr_auc_cal,ece_cal,T_post,opt_threshold_cal,val_subject
0.4,0.6666666666666666,0.36363636363636365,0.47058823529411764,-0.09756097560975618,-0.12309149097933272,0.4318181818181818,0.4772727272727273,0.7233044733044731,0.16073087255160012,1,S01,363,15,0.4,0.6666666666666666,0.36363636363636365,0.47058823529411764,-0.09756097560975618,-0.12309149097933272,0.4318181818181818,0.4772727272727273,0.7233044733044731,0.20025904973347983,2.2258,0.5,S28
0.5714285714285714,0.0,0.0,0.0,-0.23529411764705888,-0.2581988897471611,0.4,0.39999999999999997,0.3333333333333333,0.34054492201123915,2,S02,364,7,0.5714285714285714,0.0,0.0,0.0,-0.23529411764705888,-0.2581988897471611,0.4,0.39999999999999997,0.3333333333333333,0.2404606597764151,5.0,0.5,S18
0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.5,0.19999999999999996,0.2,0.4072779615720113,3,S03,371,6,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.5,0.19999999999999996,0.2,0.34834971030553186,5.0,0.5,S37
0.375,0.5,0.2,0.2857142857142857,-0.11111111111111116,-0.14907119849998599,0.43333333333333335,0.6666666666666667,0.7861904761904762,0.22234004363417625,4,S05,361,8,0.375,0.5,0.2,0.2857142857142857,-0.11111111111111116,-0.14907119849998599,0.43333333333333335,0.6666666666666667,0.7861904761904762,0.10688812285661699,5.0,0.5,S08
0.625,1.0,0.25,0.4,0.25,0.3779644730092272,0.625,0.8125,0.8541666666666666,0.2693706192076206,5,S06,369,8,0.625,1.0,0.25,0.4,0.25,0.3779644730092272,0.625,0.8125,0.8541666666666666,0.13562885299324987,4.6783,0.5,S05
0.5714285714285714,0.5,1.0,0.6666666666666666,0.2222222222222221,0.3535533905932738,0.625,1.0,1.0,0.23540682877813066,6,S07,364,7,0.5714285714285714,0.5,1.0,0.6666666666666666,0.2222222222222221,0.3535533905932738,0.625,1.0,1.0,0.08483256186757769,5.0,0.5,S18
0.625,0.5,0.16666666666666666,0.25,0.07692307692307687,0.09759000729485333,0.5333333333333333,0.21666666666666665,0.40734126984126984,0.25991856399923563,7,S08,360,16,0.625,0.5,0.16666666666666666,0.25,0.07692307692307687,0.09759000729485333,0.5333333333333333,0.21666666666666665,0.40734126984126984,0.25991856399923563,1.0,0.5,S41
0.3,0.6666666666666666,0.25,0.36363636363636365,-0.12903225806451624,-0.2182178902359924,0.375,0.5625,0.8338789682539682,0.2272324621677399,8,S09,355,10,0.3,0.6666666666666666,0.25,0.36363636363636365,-0.12903225806451624,-0.2182178902359924,0.375,0.5625,0.8338789682539682,0.3748597159981727,0.2942,0.5858,S29
0.3333333333333333,0.0,0.0,0.0,-0.5,-0.5,0.25,0.28125,0.2901785714285714,0.22129411498705545,9,S10,366,12,0.3333333333333333,0.0,0.0,0.0,-0.5,-0.5,0.25,0.28125,0.2901785714285714,0.23324363927046457,0.8165,0.5,S02
0.5714285714285714,0.6666666666666666,0.8,0.7272727272727273,-0.23529411764705888,-0.2581988897471611,0.4,0.2,0.6295238095238095,0.326283118554524,10,S12,372,7,0.5714285714285714,0.6666666666666666,0.8,0.7272727272727273,-0.23529411764705888,-0.2581988897471611,0.4,0.2,0.6295238095238095,0.18135502082960941,5.0,0.5,S21
