model,n_folds,balanced_acc,f1,roc_auc,mcc,accuracy,ece,balanced_acc_cal,f1_cal,roc_auc_cal,mcc_cal,accuracy_cal,ece_cal,seconds
eeg_transformer,42,0.516996242941621,0.4295916540664439,0.5615339227321521,0.0424058365560622,0.4973901312661817,0.4644,0.5229486238940021,0.4211638384957712,0.5615339227321521,0.0531796692528668,0.4989774328534833,0.2752,8835.9
tsception,42,0.5428554755235427,0.4631851431530777,0.5876907379113261,0.0960711166298167,0.5374265731933799,0.3959,0.5413673802854475,0.4578941378620724,0.5869466902922785,0.0921028626615628,0.5350456208124276,0.2507,9218.2
