model,n_folds,balanced_acc,f1,roc_auc,mcc,accuracy,ece,balanced_acc_cal,f1_cal,roc_auc_cal,mcc_cal,accuracy_cal,ece_cal,seconds
cnn_bilstm,42,0.5931118659585046,0.4789518960571592,0.6064294105087923,0.1277564930282481,0.5554473712561948,0.3741,0.6050166278632665,0.502761419866683,0.6064294105087923,0.151566016837772,0.5673521331609567,0.2213,10867.1
cnn_lstm,42,0.5308217731537058,0.448376427246236,0.5566818249666389,0.0640633058675833,0.5306670958981884,0.426,0.5337979636298963,0.4560724349422437,0.5566818249666389,0.0678885479791862,0.5354290006600931,0.2619,8481.2
