subject,product,dwell_s,bought
S03,116,0.7416666666666667,0
S03,117,0.875,0
S03,118,1.55,0
S03,119,1.3,0
S03,120,0.425,0
S03,121,1.275,0
S03,122,1.725,0
S03,123,0.8083333333333333,0
S03,124,0.38333333333333336,0
S03,125,0.8833333333333333,0
S03,126,0.8166666666666667,0
S03,127,0.6583333333333333,0
S03,128,0.6416666666666667,0
S03,129,0.4583333333333333,0
S03,130,0.2,0
S03,131,0.5416666666666666,0
S03,132,0.6833333333333333,0
S03,133,2.6083333333333334,1
S03,134,0.6666666666666666,0
S03,135,0.8166666666666667,0
S03,136,1.4583333333333333,0
S03,137,1.95,0
S03,138,0.9583333333333334,0
S03,139,0.7416666666666667,0
S03,140,1.025,0
S03,141,1.7833333333333334,0
S03,142,0.6166666666666667,0
S03,143,0.525,0
S03,144,0.5916666666666667,0
S05,1,6.125,0
S05,2,2.9166666666666665,0
S05,3,1.5999999999999999,0
S05,4,2.1999999999999997,0
S05,5,2.783333333333333,0
S05,6,4.225,0
S05,7,1.425,0
S05,8,1.6416666666666666,0
S05,9,1.6416666666666666,0
S05,10,0.9833333333333333,0
S05,11,1.4583333333333333,0
S05,12,1.1166666666666667,0
S05,13,2.25,0
S05,14,7.283333333333333,1
S05,15,2.5833333333333335,0
S05,16,3.55,0
S05,17,1.4833333333333334,0
S05,18,2.525,0
S05,19,1.8916666666666666,0
S05,20,2.3,0
S05,21,1.15,0
S05,22,1.6333333333333333,0
S05,23,2.5,0
S05,24,6.108333333333334,1
S05,25,2.533333333333333,0
S05,26,1.1916666666666667,0
S05,27,1.075,0
S05,28,1.975,0
S05,29,2.375,0
S05,30,3.225,0
S05,31,1.5916666666666666,0
S05,32,1.8,0
S05,33,0.55,0
S05,34,1.125,0
S05,35,1.75,0
S05,36,1.4583333333333333,0
S05,37,1.825,0
S05,38,2.3333333333333335,0
S05,39,1.525,0
S05,40,1.0,0
S05,41,2.0833333333333335,0
S05,42,1.0416666666666665,0
S05,43,0.5333333333333333,0
S05,44,1.3833333333333333,0
S05,45,0.16666666666666666,0
S05,46,2.216666666666667,0
S05,47,1.5166666666666666,0
S05,48,0.9,0
S05,49,0.825,0
S05,50,7.466666666666667,1
S05,51,0.9,0
S05,52,1.0166666666666666,0
S05,53,2.0083333333333333,0
S05,54,1.5916666666666666,0
S05,55,0.8666666666666667,0
S05,56,4.541666666666666,1
S05,57,1.0916666666666668,0
S05,58,1.8666666666666667,0
S05,59,0.8416666666666667,0
S05,60,0.30833333333333335,0
S05,61,0.575,0
S05,62,2.125,0
S05,63,1.825,0
S05,64,1.2916666666666665,0
S05,65,0.04166666666666667,0
S05,66,0.7333333333333333,0
S05,67,3.6083333333333334,0
S05,68,5.241666666666666,1
S05,69,0.9333333333333333,0
S05,70,2.691666666666667,0
S05,71,2.8666666666666667,0
S05,72,0.8166666666666667,0
S05,73,1.15,0
S05,74,1.1166666666666667,0
S05,75,0.7416666666666667,0
S05,76,0.9,0
S05,77,0.2,0
S05,78,0.8583333333333333,0
S05,79,0.025,0
S05,80,0.2833333333333333,0
S05,81,1.1583333333333334,0
S05,82,0.225,0
S05,83,0.5666666666666667,0
S05,84,0.25,0
S05,85,0.6833333333333333,0
S05,86,0.7,0
S05,87,0.31666666666666665,0
S05,88,0.43333333333333335,0
S05,89,0.26666666666666666,0
S05,90,0.2916666666666667,0
S05,91,0.625,0
S05,92,0.0,0
S05,93,0.39166666666666666,0
S05,94,0.3333333333333333,0
S05,95,0.25,0
S05,96,0.0,0
S05,97,1.0916666666666666,0
S05,98,3.7416666666666667,0
S05,99,7.55,1
S05,100,0.30833333333333335,0
S05,101,0.0,0
S05,102,0.9666666666666667,0
S05,103,1.3583333333333334,0
S05,104,0.55,0
S05,105,0.49166666666666664,0
S05,106,0.8333333333333334,0
S05,107,0.4,0
S05,108,0.55,0
S05,109,0.95,0
S05,110,2.025,0
S05,111,0.825,0
S05,112,0.0,0
S05,113,0.016666666666666666,0
S05,114,0.008333333333333333,0
S05,115,0.6666666666666666,0
S05,116,0.6083333333333333,0
S05,117,0.95,0
S05,118,0.44166666666666665,0
S05,119,0.325,0
S05,120,0.4,0
S05,121,0.825,0
S05,122,0.008333333333333333,0
S05,123,0.325,0
S05,124,1.775,0
S05,125,0.825,0
S05,126,0.5666666666666667,0
S05,127,1.5583333333333333,0
S05,128,1.325,0
S05,129,1.025,0
S05,130,4.616666666666666,1
S05,131,2.8916666666666666,0
S05,132,0.8916666666666667,0
S05,133,0.43333333333333335,0
S05,134,0.8666666666666667,0
S05,135,0.8083333333333333,0
S05,136,0.016666666666666666,0
S05,137,0.3333333333333333,0
S05,138,0.175,0
S05,139,0.38333333333333336,0
S05,140,0.43333333333333335,0
S05,141,1.65,0
S05,142,1.15,0
S05,143,5.325,1
S05,144,1.3416666666666666,0
S06,1,4.083333333333333,0
S06,2,1.7,0
S06,3,5.583333333333333,0
S06,4,8.066666666666666,1
S06,5,7.141666666666667,0
S06,6,14.183333333333332,0
S06,7,10.808333333333334,0
S06,8,8.633333333333333,0
S06,9,7.258333333333334,1
S06,10,1.5,0
S06,11,4.025,0
S06,12,3.541666666666667,0
S06,13,2.925,0
S06,14,1.825,0
S06,15,1.9333333333333333,0
S06,16,10.625,1
S06,17,6.9,0
S06,18,2.1166666666666667,0
S06,19,2.975,0
S06,20,3.5666666666666664,1
S06,21,1.1416666666666666,0
S06,22,1.5666666666666667,0
S06,23,11.6,1
S06,24,2.158333333333333,0
S06,25,2.0833333333333335,0
S06,26,2.3333333333333335,0
S06,27,6.291666666666667,1
S06,28,1.1833333333333333,0
S06,29,3.066666666666667,0
S06,30,2.533333333333333,0
S06,31,0.875,0
S06,32,1.1666666666666667,0
S06,33,2.3,0
S06,34,0.6833333333333333,0
S06,35,2.441666666666667,0
S06,36,1.4416666666666667,0
S06,37,2.9916666666666667,0
S06,38,1.975,0
S06,39,3.3833333333333333,0
S06,40,1.1166666666666667,0
S06,41,3.033333333333333,0
S06,42,5.866666666666666,1
S06,43,2.0083333333333333,0
S06,44,1.6416666666666666,0
S06,45,1.5833333333333333,0
S06,46,8.441666666666666,0
S06,47,3.1416666666666666,0
S06,48,2.175,0
S06,49,4.425,1
S06,50,4.05,1
S06,51,2.475,0
S06,52,0.8916666666666667,0
S06,53,1.45,0
S06,54,1.15,0
S06,55,0.7166666666666667,0
S06,56,1.2083333333333333,0
S06,57,1.8083333333333333,0
S06,58,5.458333333333333,1
S06,59,3.125,0
S06,60,1.0083333333333333,0
S06,61,2.375,0
S06,62,1.5666666666666667,0
S06,63,0.25833333333333336,0
S06,64,4.608333333333333,1
S06,65,1.4416666666666667,0
S06,66,1.2583333333333333,0
S06,67,2.058333333333333,0
S06,68,0.875,0
S06,69,0.8583333333333333,0
S06,70,2.0416666666666665,0
S06,71,1.3333333333333333,0
S06,72,1.9083333333333334,0
S06,73,3.558333333333333,1
S06,74,1.5416666666666667,0
S06,75,1.1083333333333334,0
S06,76,0.7583333333333333,0
S06,77,0.825,0
S06,78,0.3416666666666667,0
S06,79,0.3333333333333333,0
S06,80,1.3833333333333333,0
S06,81,2.55,0
S06,82,3.1333333333333333,1
S06,83,1.7833333333333334,0
S06,84,0.9583333333333334,0
S06,85,1.375,0
S06,86,2.158333333333333,0
S06,87,0.4583333333333333,0
S06,88,2.1083333333333334,0
S06,89,0.6833333333333333,0
S06,90,0.5666666666666667,0
S06,91,4.65,0
S06,92,2.2916666666666665,0
S06,93,1.5416666666666667,0
S06,94,2.925,0
S06,95,3.5416666666666665,1
S06,96,0.8166666666666667,0
S06,97,4.691666666666666,1
S06,98,2.7416666666666667,0
S06,99,6.75,0
S06,100,6.583333333333333,0
S06,101,11.716666666666667,1
S06,102,6.85,1
S06,103,6.416666666666667,1
S06,104,8.616666666666667,0
S06,105,4.9,0
S06,106,0.5416666666666666,0
S06,107,0.5083333333333333,0
S06,108,1.4083333333333334,0
S06,109,1.6416666666666666,0
S06,110,1.3833333333333333,0
S06,111,7.616666666666666,0
S06,112,2.6333333333333333,0
S06,113,1.8583333333333334,0
S06,114,7.75,1
S06,115,5.75,1
S06,116,3.2916666666666665,0
S06,117,7.083333333333333,1
S06,118,2.7583333333333333,0
S06,119,1.4,0
S06,120,8.633333333333333,0
S06,121,0.9583333333333334,0
S06,122,1.175,0
S06,123,1.2833333333333334,0
S06,124,0.7583333333333333,0
S06,125,3.308333333333333,1
S06,126,1.075,0
S06,127,1.2166666666666666,0
S06,128,1.75,0
S06,129,1.9833333333333334,0
S06,130,1.025,0
S06,131,0.5,0
S06,132,0.7916666666666666,0
S06,133,1.5083333333333333,0
S06,134,1.425,0
S06,135,0.5083333333333333,0
S06,136,3.925,1
S06,137,1.0583333333333333,0
S06,138,0.65,0
S06,139,1.3333333333333333,0
S06,140,0.9,0
S06,141,0.39166666666666666,0
S06,142,0.6083333333333333,0
S06,143,0.925,0
S06,144,1.6,0
S07,1,0.2916666666666667,0
S07,2,1.175,0
S07,3,0.03333333333333333,0
S07,4,3.4833333333333334,0
S07,5,2.4166666666666665,0
S07,6,2.466666666666667,0
S07,7,0.6666666666666667,0
S07,8,0.725,0
S07,9,3.1500000000000004,0
S07,10,1.9666666666666668,0
S07,11,0.575,0
S07,12,0.6833333333333333,0
S07,13,0.36666666666666664,0
S07,14,0.4,0
S07,15,0.675,0
S07,16,1.2999999999999998,0
S07,17,0.35833333333333334,0
S07,18,0.30833333333333335,0
S07,19,0.47500000000000003,0
S07,20,0.9083333333333334,0
S07,21,0.025,0
S07,22,0.125,0
S07,23,0.9416666666666667,0
S07,24,0.19166666666666668,0
S07,25,1.1416666666666666,0
S07,26,0.5,0
S07,27,0.85,0
S07,28,4.175,1
S07,29,1.525,0
S07,30,1.9416666666666667,0
S07,31,0.48333333333333334,0
S07,32,0.95,0
S07,33,0.9083333333333333,0
S07,34,2.1416666666666666,0
S07,35,0.3,0
S07,36,0.6833333333333333,0
S07,37,0.1,0
S07,38,0.625,0
S07,39,3.675,1
S07,40,0.9916666666666667,0
S07,41,0.375,0
S07,42,0.725,0
S07,43,0.25833333333333336,0
S07,44,1.3666666666666667,0
S07,45,1.1583333333333334,0
S07,46,4.025,1
S07,47,0.95,0
S07,48,0.375,0
S07,49,1.6583333333333334,0
S07,50,0.6666666666666666,0
S07,51,0.7666666666666667,0
S07,52,0.2833333333333333,0
S07,53,0.3,0
S07,54,1.0666666666666667,0
S07,55,4.216666666666667,0
S07,56,2.95,0
S07,57,4.833333333333333,1
S07,58,2.225,0
S07,59,2.058333333333333,0
S07,60,0.44166666666666665,0
S07,61,2.6166666666666667,1
S07,62,0.9916666666666667,0
S07,63,0.4,0
S07,64,0.475,0
S07,65,0.15,0
S07,66,0.03333333333333333,0
S07,67,0.825,0
S07,68,2.425,0
S07,69,4.133333333333334,1
S07,70,2.225,0
S07,71,1.375,0
S07,72,0.8833333333333333,0
S07,73,0.275,0
S07,74,0.16666666666666666,0
S07,75,0.35,0
S07,76,0.5,0
S07,77,0.825,0
S07,78,0.6,0
S07,79,0.23333333333333334,0
S07,80,0.3,0
S07,81,0.4583333333333333,0
S07,82,0.36666666666666664,0
S07,83,0.03333333333333333,0
S07,84,1.975,0
S07,85,0.11666666666666667,0
S07,86,0.25,0
S07,87,0.30833333333333335,0
S07,88,0.18333333333333332,0
S07,89,0.6416666666666667,0
S07,90,0.0,0
S07,91,0.36666666666666664,0
S07,92,0.008333333333333333,0
S07,93,0.0,0
S07,94,0.025,0
S07,95,0.008333333333333333,0
S07,96,0.55,0
S07,97,1.375,0
S07,98,2.9166666666666665,0
S07,99,5.216666666666667,1
S07,100,7.066666666666666,1
S07,101,3.575,0
S07,102,2.875,0
S07,103,3.0416666666666665,1
S07,104,2.191666666666667,0
S07,105,2.4833333333333334,0
S07,106,1.975,0
S07,107,1.7833333333333334,0
S07,108,3.8333333333333335,0
S07,109,0.7583333333333333,0
S07,110,0.23333333333333334,0
S07,111,0.5,0
S07,112,1.3666666666666667,0
S07,113,1.5,0
S07,114,2.7916666666666665,1
S07,115,1.1,0
S07,116,1.325,0
S07,117,0.43333333333333335,0
S07,118,1.475,0
S07,119,0.45,0
S07,120,3.091666666666667,0
S07,121,0.425,0
S07,122,1.425,0
S07,123,0.15,0
S07,124,1.5,1
S07,125,0.7083333333333334,0
S07,126,0.6666666666666666,0
S07,127,0.5083333333333333,0
S07,128,0.925,0
S07,129,1.275,0
S07,130,0.8666666666666667,0
S07,131,3.0166666666666666,1
S07,132,1.1333333333333333,0
S07,133,0.25833333333333336,0
S07,134,0.3333333333333333,0
S07,135,1.675,0
S07,136,0.025,0
S07,137,0.025,0
S07,138,0.008333333333333333,0
S07,139,2.625,0
S07,140,0.1,0
S07,141,0.008333333333333333,0
S07,142,1.3333333333333333,0
S07,143,0.8416666666666667,0
S07,144,0.475,0
S08,1,2.033333333333333,0
S08,2,4.9750000000000005,0
S08,3,2.3083333333333336,0
S08,4,0.5833333333333334,0
S08,5,9.608333333333334,1
S08,6,3.9166666666666665,0
S08,7,0.6166666666666667,0
S08,8,0.3916666666666666,0
S08,9,0.7166666666666667,0
S08,10,0.9916666666666667,0
S08,11,1.2083333333333333,0
S08,12,0.6166666666666667,0
S08,13,1.85,0
S08,14,5.383333333333334,1
S08,15,1.6333333333333333,0
S08,16,1.2833333333333334,0
S08,17,1.4166666666666665,0
S08,18,0.75,0
S08,19,3.1083333333333334,0
S08,20,5.15,1
S08,21,1.225,0
S08,22,1.5166666666666666,0
S08,23,9.641666666666666,1
S08,24,1.2583333333333333,0
S08,25,1.2916666666666665,0
S08,26,1.6083333333333332,0
S08,27,2.2916666666666665,0
S08,28,1.2833333333333334,0
S08,29,1.2,0
S08,30,3.9916666666666667,0
S08,31,0.5916666666666667,0
S08,32,2.283333333333333,0
S08,33,1.2916666666666667,0
S08,34,4.425,1
S08,35,2.5500000000000003,0
S08,36,2.1083333333333334,0
S08,37,2.1833333333333336,0
S08,38,1.325,0
S08,39,1.2083333333333333,0
S08,40,1.9,0
S08,41,2.25,0
S08,42,1.25,0
S08,43,1.1916666666666667,0
S08,44,1.7333333333333334,0
S08,45,1.575,0
S08,46,0.9333333333333333,0
S08,47,1.7833333333333334,0
S08,48,0.7333333333333334,0
S08,49,6.816666666666667,1
S08,50,1.3,0
S08,51,2.2916666666666665,0
S08,52,1.5666666666666667,0
S08,53,0.9583333333333334,0
S08,54,1.4083333333333332,0
S08,55,1.5083333333333333,0
S08,56,1.325,0
S08,57,1.6083333333333334,0
S08,58,2.591666666666667,0
S08,59,2.55,0
S08,60,5.825,1
S08,61,6.525,1
S08,62,1.5083333333333333,0
S08,63,1.425,0
S08,64,2.066666666666667,0
S08,65,0.8416666666666667,0
S08,66,0.3,0
S08,67,0.8,0
S08,68,1.0416666666666665,0
S08,69,0.5666666666666667,0
S08,70,0.875,0
S08,71,0.675,0
S08,72,1.1166666666666667,0
S08,73,0.625,0
S08,74,2.0166666666666666,0
S08,75,1.4583333333333333,0
S08,76,5.066666666666667,1
S08,77,0.575,0
S08,78,1.675,0
S08,79,0.375,0
S08,80,0.25,0
S08,81,3.2416666666666667,1
S08,82,0.35,0
S08,83,1.5583333333333333,0
S08,84,0.9083333333333333,0
S08,85,1.5916666666666668,0
S08,86,0.5833333333333333,0
S08,87,0.8083333333333333,0
S08,88,0.6416666666666667,0
S08,89,0.9833333333333333,0
S08,90,0.43333333333333335,0
S08,91,0.39166666666666666,0
S08,92,0.44166666666666665,0
S08,93,0.7166666666666667,0
S08,94,0.0,0
S08,95,0.1,0
S08,96,0.44166666666666665,0
S08,97,1.475,0
S08,98,1.625,0
S08,99,3.5333333333333337,0
S08,100,5.433333333333334,1
S08,101,0.6666666666666666,0
S08,102,2.9666666666666663,0
S08,103,1.0333333333333332,0
S08,104,0.8666666666666667,0
S08,105,1.75,0
S08,106,1.2416666666666667,0
S08,107,2.7500000000000004,0
S08,108,1.5083333333333333,0
S08,109,5.574999999999999,1
S08,110,2.6166666666666663,0
S08,111,2.8333333333333335,0
S08,112,2.8416666666666663,0
S08,113,2.216666666666667,0
S08,114,1.9,0
S08,115,1.35,0
S08,116,1.925,0
S08,117,1.1583333333333334,0
S08,118,0.975,0
S08,119,1.9583333333333335,0
S08,120,0.2,0
S08,121,1.175,0
S08,122,1.1416666666666666,0
S08,123,1.925,0
S08,124,1.2416666666666667,0
